PREDICTED
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3968.115966796875
3868.1220703125
4208.7998046875
4075.54833984375
4270.205078125
4356.24755859375
3995.086669921875
3881.120849609375
4401.24853515625
3758.790771484375
3880.92529296875
4011.08447265625
4263.71826171875
4203.82568359375
4133.10400390625
4201.537109375
4090.89599609375
4028.712158203125
4463.892578125
4092.93017578125
4082.957763671875
4486.73583984375
3805.805908203125
3893.46826171875
4088.5029296875
4119.4404296875
3643.173095703125
4391.71533203125
4028.071044921875
4086.193359375
