PREDICTED
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4303.0927734375
4447.49658203125
4315.74462890625
4278.70263671875
4394.52587890625
4371.74462890625
4424.5419921875
4322.86962890625
4444.703125
4218.279296875
4408.005859375
4414.99267578125
4274.81494140625
4257.91552734375
4209.1826171875
4217.57275390625
4026.614013671875
4504.41064453125
4060.862548828125
4146.5400390625
4242.0830078125
4333.46044921875
4397.05126953125
4135.107421875
3877.301513671875
4527.22021484375
4031.853271484375
4343.423828125
4161.38134765625
4193.50439453125
