PREDICTED
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4124.00634765625
4197.203125
3985.56201171875
4279.81982421875
4370.34716796875
4069.238525390625
4050.515380859375
4461.50244140625
4027.517333984375
4230.18994140625
4211.21923828125
3878.378662109375
4229.1669921875
3995.50830078125
4096.74755859375
4343.505859375
4084.951171875
3967.168212890625
4024.2294921875
4032.97998046875
4132.54296875
3848.885986328125
4146.31982421875
3912.096923828125
4292.60009765625
3738.95947265625
4000.966064453125
3938.555419921875
3987.513671875
3638.1845703125
