PREDICTED
0.0
0.0
0.0
0.0
0.0
0.0
3774.08251953125
4000.26513671875
3976.224365234375
3736.57421875
3502.214111328125
3636.687744140625
4162.0244140625
4046.35009765625
3615.908447265625
4201.3486328125
4106.63037109375
3672.945068359375
4385.8310546875
3721.71826171875
4152.7705078125
4037.216796875
3772.679443359375
3257.808837890625
3913.0068359375
4284.07421875
3875.1982421875
3646.55859375
4107.0576171875
4003.590576171875
3377.583740234375
4419.15380859375
2914.166015625
3740.91357421875
3827.091796875
4186.22705078125
