PREDICTED
0.0
0.0
0.0
0.0
0.0
4772.61376953125
3891.586669921875
4167.0380859375
4451.44580078125
4377.896484375
4221.01708984375
4381.92529296875
3769.07275390625
4066.423583984375
3490.7265625
4587.72509765625
3887.3759765625
3653.939697265625
4096.20654296875
3812.593994140625
3833.59716796875
4233.20947265625
3947.45947265625
4269.72412109375
4430.82373046875
4409.625
4081.794677734375
3968.13134765625
4082.02099609375
4085.037109375
4149.17138671875
4126.80419921875
4175.66455078125
3542.4697265625
3414.061279296875
