PREDICTED
0.0
0.0
0.0
0.0
0.0
0.0
3954.71142578125
4058.332275390625
4191.77099609375
3977.6435546875
3723.162353515625
3818.52587890625
3950.42724609375
4335.49658203125
4169.85546875
3937.267578125
3926.421630859375
3726.324951171875
3806.65625
3978.601806640625
4155.45849609375
3910.35888671875
3936.251953125
3924.154052734375
3662.97265625
4202.43310546875
3854.605712890625
3671.862060546875
3729.371337890625
4001.073486328125
3879.761962890625
3493.29736328125
3658.014404296875
3510.956298828125
3930.193359375
3947.93701171875
