PREDICTED
0.0
0.0
0.0
0.0
0.0
3884.20751953125
4113.55615234375
4263.77880859375
3833.029541015625
3821.643798828125
3941.017822265625
4154.11572265625
3994.07421875
4036.0517578125
4143.13818359375
4059.785400390625
3680.617919921875
4044.873046875
3977.317138671875
4033.196533203125
4120.17236328125
3944.377197265625
3511.48681640625
3923.6865234375
4021.6044921875
3827.072021484375
3853.85009765625
4229.5576171875
3845.7138671875
3648.164794921875
4278.28857421875
3403.555908203125
3884.75830078125
3992.3046875
4015.47216796875
