FORECASTS
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1349.238037109375
1260.2664794921875
1256.555908203125
1364.513916015625
1332.5284423828125
1320.2454833984375
1305.08642578125
1352.0469970703125
1343.9959716796875
1299.342041015625
1383.908935546875
1263.9608154296875
1309.582275390625
1339.7554931640625
1403.2999267578125
1357.7138671875
1333.5341796875
1293.0867919921875
1323.446533203125
1339.704833984375
1255.530517578125
1400.946533203125
1449.3123779296875
1284.572021484375
1356.5218505859375
1392.5352783203125
1305.901123046875
1402.1865234375
1422.6923828125
1399.7813720703125
