Market,Arrival Date,Arrivals (Tonnes),Variety,Minimum Price(Rs./Quintal),Maximum Price(Rs./Quintal),Modal Price(Rs./Quintal),
,25/01/2006,15.3,Yellow,1100,1150,1100,
,27/01/2006,44.7,Yellow,1100,1150,NR,
,28/01/2006,8.1,Yellow,1100,1150,NR,
,29/01/2006,29.8,Yellow,1100,1150,NR,
,30/01/2006,44.9,Yellow,1100,1150,NR,
,31/01/2006,43.9,Yellow,1100,1150,NR,
Kalapipal,02/01/2006,173.9,Yellow,1105,1150,1130,
,03/01/2006,163.3,Yellow,1115,1150,1135,
,06/01/2006,125.2,Yellow,1120,1180,1170,
,07/01/2006,129.3,Yellow,1110,1185,1175,
,13/01/2006,113.2,Yellow,1100,1170,1160,
,16/01/2006,114.6,Yellow,1075,1175,1165,
,17/01/2006,127.2,Yellow,1090,1175,1165,
,18/01/2006,136.1,Yellow,1080,1170,1160,
,19/01/2006,127.3,Yellow,1100,1160,1140,
,21/01/2006,98,Yellow,1105,1160,1145,
,23/01/2006,105.3,Yellow,1075,1165,1155,
,25/01/2006,100.9,Yellow,1050,1165,1145,
,27/01/2006,58.07,Yellow,1070,1160,1150,
,28/01/2006,101.9,Yellow,1075,1155,1140,
,30/01/2006,94.05,Yellow,1075,1165,1155,
Kannod,02/01/2006,454,Yellow,1050,1135,1120,
,12/01/2006,504,Yellow,1050,1164,1150,
,13/01/2006,207,Yellow,1006,1160,1140,
Kareli,20/01/2006,4.1,Yellow,1098,1111,1105,
,21/01/2006,46.7,Yellow,1090,1110,1100,
Katni,02/01/2006,3,Other,1019,1019,1019,
,03/01/2006,51,Other,811,1072,1020,
,04/01/2006,28,Other,1047,1068,1068,
,06/01/2006,46,Other,1023,1069,1068,
,07/01/2006,31,Other,1045,1081,1045,
,09/01/2006,20,Other,1050,1070,1050,
,10/01/2006,20,Other,977,1100,977,
,11/01/2006,16,Other,1045,1076,1047,
,12/01/2006,54,Other,1059,1085,1085,
,13/01/2006,9,Other,1050,1070,1070,
,14/01/2006,46,Other,1060,1080,1060,
,16/01/2006,46,Other,1060,1080,1060,
,17/01/2006,14,Other,937,1084,937,
,18/01/2006,11,Other,1022,1042,1042,
,19/01/2006,31,Other,976,1065,1050,
,20/01/2006,3,Other,1060,1060,1060,
,21/01/2006,38,Other,1067,1073,1067,
,24/01/2006,13,Other,1076,1076,1076,
,25/01/2006,1,Other,1015,1025,1025,
,27/01/2006,20,Other,1071,1071,1071,
,28/01/2006,12,Other,995,995,995,
Khandwa,03/01/2006,176.2,Yellow,1075,1141,1121,
,04/01/2006,252.3,Yellow,1085,1160,1135,
,05/01/2006,165.1,Yellow,1078,1145,1115,
,06/01/2006,265.4,Yellow,1075,1150,1100,
,09/01/2006,200,Yellow,1075,1175,1135,
,10/01/2006,245.9,Yellow,1086,1152,1101,
,12/01/2006,174.3,Yellow,1075,1151,1115,
,13/01/2006,173.6,Yellow,1091,1156,1135,
,18/01/2006,146.6,Yellow,1075,1151,1125,
,19/01/2006,78.2,Yellow,1090,1139,1121,
,20/01/2006,190.7,Yellow,1100,1140,1125,
,24/01/2006,146.6,Yellow,1060,1155,1110,
,27/01/2006,171.8,Yellow,1096,1180,1140,
,30/01/2006,120,Yellow,1050,1171,1130,
,31/01/2006,100,Yellow,1100,1178,1140,
Khategaon,02/01/2006,282.26,Yellow,1015,1128,1115,
,03/01/2006,327.5,Yellow,1014,1137,1125,
,04/01/2006,322.01,Yellow,1027,1160,1140,
,05/01/2006,318.43,Yellow,1032,1151,1133,
,06/01/2006,320.59,Yellow,1030,1155,1135,
,07/01/2006,305.55,Yellow,1051,1151,1140,
,09/01/2006,236.46,Yellow,1045,1177,1156,
,10/01/2006,321.32,Yellow,1042,1159,1150,
,12/01/2006,319.52,Yellow,1027,1149,1140,
,13/01/2006,194.97,Yellow,1023,1146,1135,
,16/01/2006,192.7,Yellow,1026,1145,1135,
,17/01/2006,251.39,Yellow,1021,1153,1130,
,18/01/2006,225.16,Yellow,1030,1148,1135,
,19/01/2006,157.85,Yellow,1024,1139,1122,
,20/01/2006,171.77,Yellow,1019,1150,1131,
,21/01/2006,145.43,Yellow,1027,1144,1130,
,23/01/2006,172.71,Yellow,1034,1147,1139,
,24/01/2006,194.3,Yellow,1050,1150,1140,
,25/01/2006,197.7,Yellow,1044,1145,1137,
,27/01/2006,171.31,Yellow,1030,1148,1140,
,28/01/2006,167.77,Yellow,1058,1160,1150,
,30/01/2006,179.68,Yellow,1039,1156,1150,
,31/01/2006,212.84,Yellow,1063,1158,1150,
Khirakiya,07/01/2006,292.9,Other,1027,1155,1135,
,09/01/2006,199.8,Other,1038,1156,1140,
,10/01/2006,320.1,Other,1040,1154,1143,
,30/01/2006,230.6,Other,1026,1152,1140,
Khurai,02/01/2006,66.7,Other,1010,1069,1039,
,06/01/2006,80.5,Other,1029,1085,1057,
,07/01/2006,63.6,Other,1055,1101,1078,
,09/01/2006,39.7,Other,1090,1114,1102,
,10/01/2006,72.6,Other,1061,1101,1081,
,13/01/2006,43.4,Other,1010,1093,1051,
,20/01/2006,41.4,Other,1010,1088,1049,
,21/01/2006,40.3,Other,1010,1107,1058,
,23/01/2006,111.3,Other,1039,1101,1070,
,24/01/2006,45.2,Other,1051,1093,1072,
,25/01/2006,62.3,Other,1010,1089,1049,
,27/01/2006,62.2,Other,1010,1200,1105,
,28/01/2006,67,Other,1031,1200,1115,
,30/01/2006,55.4,Other,1065,1167,1116,
,31/01/2006,93.8,Other,1010,1130,1070,
Lashkar,02/01/2006,1,Yellow,1021,1042,1030,
,05/01/2006,1,Yellow,1050,1050,1050,
,07/01/2006,9,Yellow,925,1059,1050,
,25/01/2006,15,Yellow,975,1005,1000,
,26/01/2006,3,Yellow,980,1000,990,
,27/01/2006,15,Yellow,905,1000,950,
,30/01/2006,8,Black,980,1000,990,
,31/01/2006,11,Yellow,850,910,910,
Mandla,08/01/2006,1.4,Other,1000,1005,1002,
Mandsaur,16/01/2006,460,Other,1022,1164,1093,
,17/01/2006,652.4,Other,1026,1159,1092,
,18/01/2006,710, ,NR,NR,NR,
,19/01/2006,540,Other,1023,1151,1087,
,20/01/2006,483,Other,1030,1139,1084,
,23/01/2006,510,Other,1026,1201,1113,
,24/01/2006,550,Other,1035,1166,1100,
,25/01/2006,600,Other,1080,1153,1116,
,27/01/2006,512.5,Other,1036,1201,1118,
,28/01/2006,644.1,Other,1044,1201,1144,
,30/01/2006,670,Other,1039,1251,1145,
,31/01/2006,600,Other,1050,1201,1125,
Multai,02/01/2006,216.1,Yellow,1025,1101,1087,
,03/01/2006,238,Yellow,1075,1130,1111,
,04/01/2006,228.9,Yellow,1120,1200,1130,
,05/01/2006,174.8,Yellow,1050,1180,1133,
,06/01/2006,280,Yellow,1125,1151,1135,
,07/01/2006,284.6,Yellow,1090,1161,1135,
,10/01/2006,290.2,Yellow,1080,1180,1135,
,12/01/2006,84.9, ,NR,NR,NR,
,13/01/2006,260.8,Yellow,1080,1171,1110,
,14/01/2006,53.4,Yellow,1125,1171,1140,
,16/01/2006,181.2,Yellow,1091,1171,1130,
,17/01/2006,170.2,Yellow,1001,1171,1130,
,18/01/2006,183.1,Yellow,1072,1156,1126,
,19/01/2006,144.6,Yellow,1036,1151,1130,
,20/01/2006,150.4,Yellow,1075,1156,1130,
,21/01/2006,213.2,Yellow,1061,1145,1115,
,23/01/2006,197.4,Yellow,1050,1171,1125,
,24/01/2006,173.1,Yellow,1070,1161,1125,
,25/01/2006,157.4,Yellow,1040,1171,1125,
,27/01/2006,142.1,Yellow,1021,1140,1120,
,28/01/2006,185.3,Yellow,1051,1146,1130,
,30/01/2006,142.5,Yellow,1060,1161,1133,
,31/01/2006,124,Yellow,1071,1150,1133,
Narsinghpur,02/01/2006,39.3,Yellow,1055,1075,1061,
,03/01/2006,17.5,Yellow,1062,1075,1070,
,04/01/2006,35.4,Yellow,1042,1092,1078,
,05/01/2006,14.5,Yellow,1071,1090,1085,
,06/01/2006,14.9,Yellow,1075,1085,1080,
,07/01/2006,22,Yellow,1070,1100,1085,
,09/01/2006,24.5,Yellow,1108,1116,1110,
,10/01/2006,21.6,Yellow,1105,1115,1110,
,12/01/2006,2.4,Yellow,1081,1108,1091,
,13/01/2006,46.8,Yellow,1055,1111,1100,
,16/01/2006,100.9,Yellow,1070,1110,1090,
,18/01/2006,3.6,Yellow,1050,1091,1070,
,19/01/2006,0.6,Yellow,1065,1077,1071,
,20/01/2006,20.6,Yellow,1067,1091,1083,
,21/01/2006,27.9,Yellow,1075,1125,1090,
,23/01/2006,74.9,Yellow,1060,1095,1090,
,24/01/2006,36.2,Yellow,1050,1095,1075,
,25/01/2006,37.4,Yellow,1050,1095,1080,
,27/01/2006,23.4,Yellow,1065,1090,1075,
,28/01/2006,37.7,Yellow,1064,1093,1080,
,30/01/2006,15,Yellow,1040,1097,1065,
Nasrullaganj,05/01/2006,14.1,Yellow,951,1141,1125,
,06/01/2006,86.4,Yellow,950,1135,1065,
,07/01/2006,153.2,Yellow,950,1145,1065,
,09/01/2006,133,Yellow,900,1160,1065,
,12/01/2006,141.6,Yellow,1010,1144,1120,
,13/01/2006,23.4,Yellow,1076,1126,1110,
,16/01/2006,186.6,Yellow,1000,1140,1075,
,17/01/2006,187.3,Yellow,975,1135,1070,
,18/01/2006,143.7,Yellow,1000,1121,1070,
,19/01/2006,41.6,Yellow,1000,1120,1075,
,20/01/2006,112.4,Yellow,1020,1127,1070,
,21/01/2006,146.9,Yellow,950,1130,1100,
,23/01/2006,112.3,Yellow,1050,1141,1115,
,24/01/2006,143.4,Yellow,1050,1140,1115,
,25/01/2006,90.8,Yellow,1075,1131,1105,
,27/01/2006,80.8,Yellow,1000,1135,1075,
,28/01/2006,104.7,Yellow,1000,1141,1105,
,30/01/2006,112.7,Yellow,1025,1145,1120,
,31/01/2006,128.2,Yellow,1050,1143,1125,
Pandhurna,04/01/2006,10.8,Yellow,1121,1135,1125,
,05/01/2006,9.3,Yellow,1057,1150,1111,
,07/01/2006,26.2,Yellow,1081,1155,1118,
,09/01/2006,22.5,Yellow,1140,1181,1161,
,10/01/2006,8.5,Yellow,1150,1161,1156,
,11/01/2006,5.4,Yellow,1091,1147,1119,
,12/01/2006,35,Yellow,1089,1160,1126,
,13/01/2006,14.4,Yellow,1098,1151,1125,
,14/01/2006,91.4,Yellow,1112,1154,1130,
,16/01/2006,22.9,Yellow,1100,1145,1123,
,17/01/2006,11.4,Yellow,1121,1144,1134,
,18/01/2006,4,Yellow,1133,1145,1137,
,19/01/2006,13.5,Yellow,1106,1134,1120,
,20/01/2006,12.4,Yellow,1115,1131,1123,
,21/01/2006,13.5,Yellow,1100,1125,1112,
,23/01/2006,9,Yellow,1025,1132,1128,
,24/01/2006,20.7,Yellow,925,1145,1139,
,25/01/2006,4.9,Yellow,1125,1139,1130,
,27/01/2006,9.1,Yellow,1129,1151,1140,
,30/01/2006,8.8,Yellow,1133,1150,1142,
,31/01/2006,10.8,Yellow,1135,1151,1143,
Panna,04/01/2006,6.6,Yellow,950,1000,975,
,13/01/2006,17.3,Yellow,950,985,970,
