FORECASTS
1330.5301513671875
1313.8006591796875
1355.2593994140625
1320.9400634765625
1423.5059814453125
1330.981201171875
1421.502197265625
1316.3846435546875
1257.364013671875
1416.790283203125
1340.7623291015625
1266.6595458984375
1433.9366455078125
1281.07958984375
1238.1065673828125
1364.600830078125
1296.20361328125
1346.8092041015625
1300.6431884765625
1182.463623046875
1349.77392578125
1302.01513671875
1300.0947265625
1312.8861083984375
1416.4722900390625
1281.4766845703125
1347.50732421875
1351.2431640625
1332.8470458984375
1216.4169921875
