FORECASTS
1465.7493896484375
1532.9193115234375
1532.1949462890625
1522.266357421875
1617.88623046875
1444.90380859375
1570.5426025390625
1574.5196533203125
1469.069580078125
1404.4918212890625
1413.52392578125
1594.1837158203125
1605.3883056640625
1723.9534912109375
1451.4874267578125
1562.790283203125
1513.2608642578125
1551.1478271484375
1403.81689453125
1473.849609375
1514.677001953125
1452.6090087890625
1554.721435546875
1535.046875
1488.4561767578125
1536.91357421875
1640.1417236328125
1497.583251953125
1481.0631103515625
1498.03857421875
