FORECASTS
1323.76708984375
1306.4766845703125
1330.4091796875
1341.53564453125
1369.8382568359375
1314.6402587890625
1353.158935546875
1365.739990234375
1256.05712890625
1396.912353515625
1398.124267578125
1333.981689453125
1431.8402099609375
1306.3536376953125
1240.01220703125
1329.5872802734375
1342.5859375
1364.5068359375
1291.402587890625
1257.74169921875
1292.740478515625
1266.922607421875
1356.6883544921875
1296.42724609375
1410.62548828125
1316.1268310546875
1322.064208984375
1314.5865478515625
1365.79296875
1251.3709716796875
