FORECASTS
2315.384033203125
1541.8663330078125
3085.24755859375
2032.7293701171875
2513.548583984375
1305.092041015625
2621.409423828125
2604.40673828125
2674.96533203125
3434.15283203125
3158.524658203125
2450.761962890625
