FORECASTS
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2856.88916015625
1993.5909423828125
3079.79150390625
2483.978271484375
2138.192626953125
2876.564453125
2523.28955078125
2644.0458984375
2270.972412109375
3036.234619140625
2237.53466796875
1859.2952880859373
