,GAIN,LOSS,CONFIDENCE,MEAN_GAIN,MEAN_LOSS,MEAN_PRICE,DATE,PREDICTED
0,0.0,0.0,0.58,1284.0893694998204,1284.0893694998204,1220.1526798502605,2006-09-19,0.0
1,66.85912077616854,66.85912077616854,0.5655172413793104,1287.011800626429,1287.011800626429,1227.0871295797415,2006-09-20,36.752056685936665
2,73.95484963935701,73.95484963935701,0.5428571428571428,1294.1075294896175,1294.1075294896175,1230.7556470598493,2006-09-21,40.07971902706885
3,74.777626933276,74.777626933276,0.6074074074074074,1294.9303067835365,1294.9303067835365,1238.3359809027777,2006-09-22,40.47405687318107
4,75.3699587845299,75.3699587845299,0.6076923076923076,1295.5226386347904,1295.5226386347904,1236.522649676983,2006-09-23,40.74969622692805
5,74.94233936798878,74.94233936798878,0.624,1295.0950192182493,1295.0950192182493,1238.3797021484374,2006-09-24,40.55519285056921
6,74.74097546276744,74.74097546276744,0.6166666666666667,1294.893655313028,1294.893655313028,1229.1954564412436,2006-09-25,40.45940555119405
7,76.29456833612335,76.29456833612335,0.6086956521739131,1296.4472481863838,1296.4472481863838,1230.8581468665082,2006-09-26,41.17950037673404
8,81.21397867838527,81.21397867838527,0.5454545454545454,1301.3666585286458,1301.3666585286458,1224.5216774680398,2006-09-27,43.44088144424772
9,77.8460663428009,77.8460663428009,0.5619047619047619,1297.9987461930614,1297.9987461930614,1225.623313685826,2006-09-28,41.889131769544065
10,74.94149184718276,74.94149184718276,0.55,1295.0941716974432,1295.0941716974432,1221.2526110839844,2006-09-29,40.53990037275035
11,82.28324086507155,82.28324086507155,0.5052631578947369,1302.435920715332,1302.435920715332,1219.3277973375823,2006-09-30,43.929778519991274
12,80.13218917547488,80.13218917547488,0.5666666666666667,1300.2848690257354,1300.2848690257354,1226.968687608507,2006-10-01,42.94566917159834
13,81.83327229817701,81.83327229817701,0.5882352941176471,1301.9859521484375,1301.9859521484375,1224.789122099035,2006-10-02,43.732699412778345
14,81.33688991970484,81.33688991970484,0.5625,1301.4895697699653,1301.4895697699653,1220.3562896728515,2006-10-03,43.499677225836166
15,84.13674580891916,84.13674580891916,0.5333333333333333,1304.2894256591796,1304.2894256591796,1206.7879150390625,2006-10-04,44.78083338445673
16,77.44423771784841,77.44423771784841,0.5571428571428572,1297.596917568109,1297.596917568109,1209.6903730119977,2006-10-05,41.70244253681028
17,69.94946926540797,69.94946926540797,0.5538461538461539,1290.1021491156685,1290.1021491156685,1201.4115994966946,2006-10-06,38.20682705382701
18,61.69308091905373,61.69308091905373,0.6,1281.8457607693142,1281.8457607693142,1205.6925567626954,2006-10-07,34.30183483992903
19,64.49782586960555,64.49782586960555,0.6363636363636364,1284.650505719866,1284.650505719866,1221.2346912730825,2006-10-08,35.64759569137677
20,70.67800862630202,70.67800862630202,0.62,1290.8306884765625,1290.8306884765625,1227.9134436035156,2006-10-09,38.561447210990835
21,66.72006902956491,66.72006902956491,0.7555555555555555,1286.8727488798254,1286.8727488798254,1242.244977484809,2006-10-10,36.75329021107254
22,74.1822482221553,74.1822482221553,0.65,1294.3349280724158,1294.3349280724158,1247.6384826660155,2006-10-11,40.209514514868836
23,74.85532592773438,74.85532592773438,0.6857142857142857,1295.0080057779949,1295.0080057779949,1245.8591273716518,2006-10-12,40.537415217724416
24,67.73255969477623,67.73255969477623,0.5666666666666667,1287.8852395450367,1287.8852395450367,1232.3787923177083,2006-10-13,37.16474760173264
25,58.488461601061545,58.488461601061545,0.52,1278.641141451322,1278.641141451322,1227.6798876953126,2006-10-14,32.75488941313494
26,46.486382649739426,46.486382649739426,0.5,1266.6390625,1266.6390625,1215.6153198242187,2006-10-15,26.883823066405085
27,51.280477934337796,51.280477934337796,0.4666666666666667,1271.4331577845983,1271.4331577845983,1210.722314453125,2006-10-16,29.252516683334434
28,52.42258870442697,52.42258870442697,0.5,1272.5752685546875,1272.5752685546875,1203.5244873046875,2006-10-17,29.811014754073142
29,91.30166585286452,91.30166585286452,0.2,1311.454345703125,1311.454345703125,1177.286328125,2006-10-18,48.17211101087308
