,GAIN,LOSS,CONFIDENCE,MEAN_GAIN,MEAN_LOSS,MEAN_PRICE,DATE,PREDICTED
0,0.0,0.0,0.5133333333333333,1302.028599330357,1302.028599330357,1232.9192626953125,2006-09-14,0.0
1,60.94129882812513,60.94129882812513,0.5172413793103449,1293.8605615234376,1293.8605615234376,1227.6496081122036,2006-09-15,33.93271260719999
2,61.848017035590374,61.848017035590374,0.5142857142857142,1294.7672797309028,1294.7672797309028,1227.4991354806082,2006-09-16,34.366360708814824
3,59.06081153759055,59.06081153759055,0.5111111111111111,1291.980074232903,1291.980074232903,1227.5929832175925,2006-09-17,33.03009946197005
4,53.70795611213248,53.70795611213248,0.5230769230769231,1286.627218807445,1286.627218807445,1222.0100567157451,2006-09-18,30.439015677304532
5,58.219897460937545,58.219897460937545,0.536,1291.13916015625,1291.13916015625,1226.1182626953125,2006-09-19,32.626324976123385
6,61.229621124267624,61.229621124267624,0.5333333333333333,1294.14888381958,1294.14888381958,1232.064016723633,2006-09-20,34.07151245243296
7,65.27642211914076,65.27642211914076,0.5217391304347826,1298.1956848144532,1298.1956848144532,1233.3723107379417,2006-09-21,35.998724078340885
8,70.45146280924473,70.45146280924473,0.5454545454545454,1303.3707255045572,1303.3707255045572,1239.4154829545455,2006-09-22,38.44160967721156
9,70.45550557799265,70.45550557799265,0.5619047619047619,1303.374768273305,1303.374768273305,1240.7268537248883,2006-09-23,38.44542494710219
10,70.54471182987618,70.54471182987618,0.58,1303.4639745251886,1303.4639745251886,1244.9299353027343,2006-09-24,38.490085738951606
11,68.25604359019894,68.25604359019894,0.5789473684210527,1301.1753062855114,1301.1753062855114,1237.018710809005,2006-09-25,37.413533853757514
12,71.38833773743886,71.38833773743886,0.5666666666666667,1304.3076004327513,1304.3076004327513,1241.709723578559,2006-09-26,38.88345072145036
13,72.01098937988286,72.01098937988286,0.5647058823529412,1304.9302520751953,1304.9302520751953,1239.4347390567555,2006-09-27,39.17465035346386
14,72.75917968750014,72.75917968750014,0.5625,1305.6784423828126,1305.6784423828126,1239.9329475402833,2006-09-28,39.52412223556467
15,73.22864781821659,73.22864781821659,0.5466666666666666,1306.147910513529,1306.147910513529,1235.9325691731772,2006-09-29,39.74140279820283
16,73.09169006347656,73.09169006347656,0.5714285714285714,1306.010952758789,1306.010952758789,1234.9628043038504,2006-09-30,39.68075472617353
17,75.61363846628296,75.61363846628296,0.5846153846153846,1308.5329011615954,1308.5329011615954,1236.3320340670073,2006-10-01,40.85779624415334
18,82.94398265165455,82.94398265165455,0.5666666666666667,1315.863245346967,1315.863245346967,1238.0877614339192,2006-10-02,44.23849547904274
19,75.51136997767867,75.51136997767867,0.6363636363636364,1308.4306326729911,1308.4306326729911,1243.2436667702416,2006-10-03,40.823675130772656
20,76.49799270629887,76.49799270629887,0.64,1309.4172554016113,1309.4172554016113,1241.345655517578,2006-10-04,41.28318381445289
21,70.96268743699602,70.96268743699602,0.6888888888888889,1303.8819501323085,1303.8819501323085,1243.362198893229,2006-10-05,38.719148518582415
22,68.16600115740744,68.16600115740744,0.675,1301.08526385272,1301.08526385272,1245.0820297241212,2006-10-06,37.3975326243839
23,56.795623513926785,56.795623513926785,0.6571428571428571,1289.7148862092392,1289.7148862092392,1234.0625418526786,2006-10-07,31.960201217467286
24,63.598254394531295,63.598254394531295,0.6666666666666666,1296.5175170898438,1296.5175170898438,1243.5790791829427,2006-10-08,35.229051779855475
25,52.47473000919126,52.47473000919126,0.68,1285.3939927045037,1285.3939927045037,1231.0297119140625,2006-10-09,29.8644612177814
26,55.673362513950906,55.673362513950906,0.7,1288.5926252092634,1288.5926252092634,1255.6119689941406,2006-10-10,31.430630229033497
27,58.89386800130205,58.89386800130205,0.4,1291.8131306966145,1291.8131306966145,1231.0794026692708,2006-10-11,32.95901804641636
28,60.993090820312545,60.993090820312545,0.6,1293.912353515625,1293.912353515625,1232.9493530273437,2006-10-12,33.96685587660409
29,13.330187988281295,13.330187988281295,0.4,1246.2494506835938,1246.2494506835938,1176.039404296875,2006-10-13,9.184873774782295
