PRICE_RANGE
"[4240.3115234375, 3872.04443359375, 4050.169921875, 4060.65380859375, 3360.57080078125, 4278.28857421875, 3377.583740234375, 3770.334716796875, 4473.75, 4558.56689453125, 3919.654296875, 4328.4140625, 4438.70361328125, 3920.63916015625, 3900.943603515625, 3982.639404296875, 4130.1416015625, 4291.23974609375, 4384.580078125, 4127.20556640625, 3961.6689453125, 3684.723388671875, 4401.24853515625, 3806.869140625, 4424.5419921875, 4328.22216796875, 4375.47900390625, 4241.35595703125, 4318.5234375, 4425.09228515625]"
"[4459.15673828125, 3933.73974609375, 3946.847412109375, 3989.63427734375, 3403.555908203125, 4419.15380859375, 3705.207763671875, 3829.03369140625, 3749.88134765625, 4420.70068359375, 3873.184814453125, 4270.48681640625, 4522.5400390625, 3960.456787109375, 3974.9736328125, 4074.697265625, 4106.5859375, 4368.28466796875, 4337.2119140625, 4134.69970703125, 3945.470458984375, 3758.790771484375, 4199.33837890625, 4322.86962890625, 4401.04638671875, 4322.22998046875, 4297.431640625, 4262.11083984375, 4336.021484375]"
"[4464.9619140625, 3919.64306640625, 3923.020751953125, 3884.75830078125, 2914.166015625, 4128.2861328125, 3715.77587890625, 3825.171875, 3843.060302734375, 4405.36669921875, 3925.2509765625, 4218.458984375, 4733.5390625, 4071.01220703125, 4002.950439453125, 4110.306640625, 4033.9580078125, 4381.1416015625, 4305.64111328125, 4081.3994140625, 3880.92529296875, 3606.6484375, 4444.703125, 4332.44482421875, 4417.6904296875, 4331.4951171875, 4300.29736328125, 4303.68017578125]"
"[4350.80322265625, 3999.600341796875, 3992.3046875, 3740.91357421875, 3533.880615234375, 4125.8173828125, 3704.8310546875, 3875.934326171875, 3795.359619140625, 4385.4404296875, 4068.4580078125, 4236.28369140625, 4479.10302734375, 4014.257080078125, 3931.1064453125, 4136.427734375, 4110.62548828125, 4320.74365234375, 4319.8623046875, 4011.08447265625, 3893.321533203125, 4218.279296875, 4491.888671875, 4337.76611328125, 4424.328125, 4326.7529296875, 4329.44873046875]"
"[4455.4990234375, 4015.47216796875, 3827.091796875, 3826.056884765625, 3406.223876953125, 4326.70068359375, 3918.434326171875, 3913.1572265625, 3817.747314453125, 4443.150390625, 4392.1162109375, 4187.2802734375, 4506.552734375, 4062.7822265625, 3969.154541015625, 4097.81494140625, 4095.957275390625, 4289.36376953125, 4263.71826171875, 4033.801025390625, 4408.005859375, 4211.28173828125, 4455.654296875, 4279.51611328125, 4405.0244140625, 4330.76611328125]"
"[4274.02685546875, 4186.22705078125, 3988.2080078125, 3835.704833984375, 3734.3564453125, 4385.11474609375, 4028.614501953125, 3920.779052734375, 3824.391357421875, 4997.923828125, 4115.05810546875, 4125.61962890625, 4449.3154296875, 3976.27978515625, 3957.41845703125, 4093.75830078125, 4092.610595703125, 4203.82568359375, 4257.69091796875, 4414.99267578125, 4415.8857421875, 4192.6025390625, 4434.7890625, 4330.4658203125, 4375.0009765625]"
"[4536.47314453125, 3829.060546875, 4022.18896484375, 4195.0888671875, 3769.33740234375, 4272.07080078125, 4033.978515625, 3983.828125, 3779.7041015625, 4476.83984375, 4130.96142578125, 4361.87890625, 4554.60986328125, 3988.1884765625, 4000.853759765625, 4118.38232421875, 4133.10400390625, 4288.99169921875, 4274.81494140625, 4422.5234375, 4370.4365234375, 4162.552734375, 4380.68701171875, 4336.11669921875]"
"[4283.94580078125, 3741.85986328125, 3935.0244140625, 4233.2431640625, 3717.4736328125, 4290.0400390625, 4137.40625, 3965.44482421875, 3931.315673828125, 4567.888671875, 3949.535400390625, 4151.525390625, 4500.98095703125, 4041.63916015625, 4070.043701171875, 4201.537109375, 4089.958984375, 4257.91552734375, 4279.830078125, 4410.77099609375, 4386.09375, 4204.37548828125, 4465.66552734375]"
"[4582.2705078125, 3873.843994140625, 3993.98974609375, 4259.5498046875, 3831.090576171875, 4258.47998046875, 4008.598876953125, 3939.520263671875, 3901.213623046875, 4429.68994140625, 4033.7822265625, 4266.740234375, 4415.77099609375, 4013.258056640625, 4090.89599609375, 4054.759521484375, 4209.1826171875, 4271.97705078125, 4276.3955078125, 4439.0712890625, 4362.15087890625, 4200.970703125]"
"[4140.19580078125, 3930.09130859375, 4066.802490234375, 4338.27734375, 3828.1044921875, 4413.03515625, 3956.16845703125, 3934.7744140625, 3871.75390625, 4496.23388671875, 3933.973388671875, 4233.80322265625, 4518.8330078125, 4028.712158203125, 3918.7783203125, 4217.57275390625, 4250.8193359375, 4228.09375, 4286.45166015625, 4418.4697265625, 4417.20166015625]"
