PRICE_RANGE
"[4308.89404296875, 3971.9833984375, 4338.47998046875, 4207.9404296875, 3716.479248046875, 3990.357177734375, 4605.0693359375, 3905.65625, 4211.8701171875, 4082.18359375, 3907.538330078125, 4453.3095703125, 3835.954345703125, 4408.48095703125, 4639.6123046875, 4276.27587890625, 4238.13720703125, 3857.268798828125, 4803.24853515625, 4405.55419921875, 3939.337646484375, 3923.841796875, 4326.0859375, 4271.10498046875, 4563.037109375, 4312.81787109375, 4051.44091796875, 4085.784912109375, 4546.400390625, 4124.947265625]"
"[4154.35400390625, 3884.9794921875, 4249.65576171875, 4223.7607421875, 3364.383544921875, 4064.3232421875, 4047.79248046875, 4023.26123046875, 3902.213623046875, 4044.44091796875, 4107.42919921875, 4283.95068359375, 4166.53955078125, 4373.3408203125, 4011.478271484375, 4322.587890625, 4334.640625, 3947.513427734375, 4680.1416015625, 4415.740234375, 3859.989990234375, 4015.24169921875, 4300.85791015625, 4274.0458984375, 4621.3037109375, 4363.6357421875, 4154.732421875, 4196.4970703125, 4674.224609375]"
"[4497.64306640625, 3901.299072265625, 4310.93017578125, 4045.954833984375, 3397.030029296875, 4031.385009765625, 4184.67236328125, 4508.43603515625, 3783.758544921875, 4138.56884765625, 4112.23193359375, 4654.22998046875, 4076.07666015625, 4271.96240234375, 3937.89794921875, 4275.826171875, 4403.62255859375, 3948.120849609375, 4747.0576171875, 4400.10205078125, 3930.653076171875, 3985.707275390625, 4568.1025390625, 4224.95947265625, 4519.29052734375, 4196.48876953125, 4212.427734375, 3995.300048828125]"
"[4031.701171875, 3918.603759765625, 4609.25830078125, 4178.40478515625, 3646.75732421875, 3973.359375, 4035.482666015625, 4445.59423828125, 3962.365234375, 4105.353515625, 4193.29931640625, 4587.474609375, 3844.090576171875, 4301.66015625, 3935.623779296875, 4290.89453125, 4265.6728515625, 4005.46923828125, 4701.0537109375, 4448.32080078125, 3917.1416015625, 3789.3330078125, 4615.4697265625, 4197.74169921875, 4609.52099609375, 4301.875, 3824.77392578125]"
"[4052.790283203125, 3980.779541015625, 4433.19921875, 4348.0341796875, 3662.834228515625, 4117.04052734375, 4043.6865234375, 4571.7890625, 3899.560302734375, 4649.1455078125, 4222.70166015625, 4545.7255859375, 3863.808349609375, 4447.96142578125, 3955.93017578125, 4311.30029296875, 4315.24072265625, 3953.79931640625, 4765.693359375, 4370.8525390625, 4163.48583984375, 3833.903564453125, 4637.953125, 4337.05419921875, 4632.71826171875, 4243.26123046875]"
"[4284.9091796875, 3798.93359375, 4127.95654296875, 4298.7451171875, 3766.864501953125, 4021.175048828125, 4092.051513671875, 4537.6328125, 4190.27001953125, 4594.5078125, 4120.92041015625, 4497.00634765625, 3788.02197265625, 4396.95263671875, 4031.312744140625, 4381.66748046875, 4342.7509765625, 4016.487060546875, 4615.09619140625, 4410.677734375, 4177.8095703125, 3828.3017578125, 4631.06005859375, 4255.95703125, 4678.05029296875]"
"[4717.96435546875, 3697.074951171875, 4199.91748046875, 4033.068359375, 3787.5830078125, 4183.2734375, 4140.70654296875, 4312.326171875, 4139.91064453125, 4258.1796875, 4205.64404296875, 4548.88427734375, 3833.8046875, 4277.10009765625, 4022.6220703125, 4278.16455078125, 4396.1083984375, 4029.94091796875, 4136.5478515625, 4593.38037109375, 4172.77294921875, 3637.630859375, 4465.46337890625, 4436.697265625]"
"[4537.38232421875, 3791.491455078125, 3712.258544921875, 3935.617919921875, 3827.6181640625, 4112.38232421875, 4696.66552734375, 4348.419921875, 3977.497314453125, 4244.3232421875, 4262.724609375, 4571.345703125, 3858.847900390625, 4283.89794921875, 3937.915771484375, 4372.6689453125, 4232.09814453125, 4326.79296875, 4035.41015625, 4632.36572265625, 4194.0654296875, 3786.769775390625, 4363.6748046875]"
"[4459.2734375, 3921.09912109375, 3646.5439453125, 4045.413818359375, 3811.67333984375, 4412.17578125, 4625.9404296875, 4640.72119140625, 4012.509765625, 4211.375, 4286.63134765625, 4537.43408203125, 3905.08740234375, 4290.212890625, 4006.49560546875, 4353.91943359375, 4359.6337890625, 4345.59326171875, 3990.6904296875, 4473.37060546875, 4265.23193359375, 3080.03662109375]"
"[3361.76806640625, 4018.010009765625, 3824.271484375, 4047.47998046875, 4225.095703125, 4333.18115234375, 4120.26318359375, 4680.9150390625, 3946.8798828125, 4238.5869140625, 4206.234375, 4564.46728515625, 3848.3232421875, 4311.03125, 3982.205078125, 4122.794921875, 4490.5830078125, 4357.3857421875, 4052.987548828125, 4419.34326171875, 4298.55712890625]"
"[4306.2578125, 3911.99267578125, 3754.26025390625, 4368.095703125, 4157.2119140625, 4241.8056640625, 4127.93994140625, 4676.6474609375, 4015.49658203125, 4258.541015625, 4180.2568359375, 4477.70361328125, 3885.3193359375, 4276.568359375, 4330.36181640625, 4057.966064453125, 4513.05859375, 4376.484375, 4030.367919921875, 4865.412109375]"
"[4618.88134765625, 3992.128662109375, 3652.603515625, 4296.64501953125, 3959.225830078125, 4242.0537109375, 4103.93310546875, 4751.94287109375, 4046.377685546875, 4226.4453125, 4222.0029296875, 4572.66162109375, 3885.707763671875, 4404.1845703125, 4192.9072265625, 4073.234619140625, 4289.93212890625, 4381.37646484375, 3840.562744140625]"
"[3877.756591796875, 4473.40966796875, 3702.0947265625, 4064.7451171875, 3900.576171875, 4360.443359375, 4130.56005859375, 4678.59228515625, 4061.877685546875, 4212.0185546875, 4209.6484375, 4493.87744140625, 4065.74169921875, 4573.10791015625, 4136.603515625, 4093.288818359375, 4232.97314453125, 4223.689453125]"
"[4319.5908203125, 4330.32568359375, 3931.37451171875, 4125.0595703125, 3813.413330078125, 4367.703125, 4132.50830078125, 4745.41552734375, 3999.078125, 4208.94970703125, 4169.49365234375, 4359.87939453125, 4173.09375, 4610.1240234375, 4266.1708984375, 3986.97607421875, 3796.906005859375]"
"[3978.22412109375, 3992.261962890625, 3889.453125, 4146.83447265625, 3858.87939453125, 4233.072265625, 4155.775390625, 4672.81103515625, 4042.82470703125, 4172.2939453125, 4366.26123046875, 4437.52978515625, 4028.01904296875, 4545.103515625, 4252.86376953125, 4041.331298828125]"
