PRICE_RANGE
"[4207.10595703125, 3926.683837890625, 3965.13916015625, 4003.642822265625, 3368.52978515625, 3676.5361328125, 3498.31396484375, 3936.572265625, 3905.05029296875, 3776.166748046875, 4065.412841796875, 4185.7587890625, 4292.6123046875, 4081.115966796875, 4326.75927734375, 4402.20361328125, 3764.16064453125, 3860.835205078125, 4244.0625, 3822.24658203125, 4211.21923828125, 4321.0927734375, 4090.292236328125, 4512.84033203125, 4106.7998046875, 4298.84912109375, 4301.0810546875, 4327.56201171875, 4432.861328125, 4364.85205078125]"
"[4341.970703125, 3900.51220703125, 3942.37451171875, 3937.2763671875, 3486.088623046875, 3608.491455078125, 3702.875244140625, 3951.100830078125, 4000.44580078125, 3939.7529296875, 4189.46435546875, 4185.33251953125, 4656.6015625, 4083.809814453125, 4028.871337890625, 4375.52734375, 3770.67138671875, 3823.145263671875, 4240.58251953125, 3878.378662109375, 4222.779296875, 4371.7294921875, 4048.28369140625, 4143.3994140625, 4197.08837890625, 4294.3798828125, 4291.2216796875, 4293.64697265625, 4449.453125]"
"[4309.0400390625, 3917.765869140625, 3936.908447265625, 4072.66357421875, 3395.6064453125, 3801.22607421875, 3702.758544921875, 3847.41162109375, 4087.836181640625, 3775.064453125, 4101.43408203125, 3179.5498046875, 4558.48291015625, 3848.87255859375, 3913.060302734375, 4412.1083984375, 3985.92822265625, 3986.12548828125, 4229.1669921875, 3862.212158203125, 4275.9111328125, 4291.47900390625, 4246.06396484375, 4135.2392578125, 4088.920166015625, 4237.8154296875, 4326.8017578125, 4106.9951171875]"
"[4115.86572265625, 3699.81884765625, 3752.745361328125, 3930.861328125, 3495.833984375, 3807.5654296875, 4223.400390625, 4017.7275390625, 4079.024658203125, 3772.8779296875, 4064.06298828125, 3536.814697265625, 4271.18896484375, 3854.5419921875, 3949.188232421875, 4439.490234375, 4022.28857421875, 3995.50830078125, 4315.90625, 3857.65771484375, 4223.89501953125, 4035.39453125, 4193.44140625, 4181.03955078125, 4045.787353515625, 4233.88232421875, 4003.818359375]"
"[4024.861328125, 3719.023193359375, 3743.783935546875, 3999.70947265625, 3495.96142578125, 3624.83935546875, 4229.57275390625, 4016.525634765625, 4043.4619140625, 4585.86181640625, 3965.36474609375, 4237.939453125, 4267.91845703125, 3928.751953125, 4004.1328125, 4340.84619140625, 4096.74755859375, 4019.06298828125, 4388.2978515625, 3868.93408203125, 4235.671875, 4110.2548828125, 4196.10986328125, 4140.50244140625, 4206.65087890625, 4242.205078125]"
"[4173.97802734375, 3599.29638671875, 3877.49072265625, 4010.486083984375, 4081.368408203125, 3809.5888671875, 4295.19189453125, 3952.870849609375, 4309.6904296875, 4239.99853515625, 4005.924072265625, 4282.98583984375, 4005.373779296875, 4125.4912109375, 4134.046875, 4343.505859375, 4038.086181640625, 4007.910400390625, 4340.7138671875, 4089.490234375, 4292.9580078125, 4073.071044921875, 4191.67236328125, 4098.86328125, 4125.96875]"
"[3993.48681640625, 3911.109375, 3848.180908203125, 4027.776123046875, 4160.484375, 3719.6728515625, 4214.54931640625, 3953.1123046875, 4274.1953125, 3568.13330078125, 3890.45703125, 4266.31298828125, 3982.230712890625, 4121.41259765625, 4084.951171875, 4538.41259765625, 4052.080810546875, 4087.439697265625, 3918.810546875, 4188.1376953125, 4226.12646484375, 4036.531982421875, 4137.2392578125, 4115.36767578125]"
"[4071.580322265625, 3905.75244140625, 4092.94189453125, 3971.95947265625, 4050.7255859375, 3516.377685546875, 4471.533203125, 3968.141357421875, 4069.617919921875, 3570.2412109375, 4047.123046875, 4193.7119140625, 4052.718994140625, 3967.168212890625, 4239.06640625, 4517.82421875, 4086.6943359375, 4316.3896484375, 4043.719482421875, 4105.40771484375, 4221.576171875, 4103.96435546875, 4129.5224609375]"
"[4097.03271484375, 3630.344970703125, 4068.18603515625, 4002.62841796875, 4058.67138671875, 4294.65478515625, 4478.36572265625, 3963.609130859375, 4049.52490234375, 3564.233642578125, 4183.82080078125, 4130.00146484375, 4024.2294921875, 3999.92041015625, 4154.94873046875, 4402.146484375, 4115.28125, 4305.51220703125, 4018.1982421875, 4069.094970703125, 4250.06396484375, 4207.84619140625]"
"[4075.12744140625, 3718.35986328125, 4077.126708984375, 4120.30810546875, 3418.8759765625, 3957.504150390625, 4482.7724609375, 3935.80615234375, 3965.742431640625, 3798.14501953125, 4186.037109375, 4032.97998046875, 4023.4921875, 3943.06396484375, 4144.916015625, 4346.17333984375, 4184.9892578125, 4236.529296875, 3964.291259765625, 4149.94091796875, 4279.70458984375]"
"[4199.8818359375, 3683.792236328125, 3902.644287109375, 4215.90478515625, 3542.332763671875, 3279.131591796875, 4519.271484375, 4062.247802734375, 4112.5732421875, 3837.648193359375, 4132.54296875, 4077.7470703125, 4038.92822265625, 3957.103515625, 4356.9462890625, 4438.19677734375, 4160.5986328125, 4270.53076171875, 4013.43017578125, 4238.802734375]"
"[4073.61962890625, 3627.71435546875, 3570.483642578125, 4107.49169921875, 4093.244140625, 3426.420166015625, 4293.31689453125, 4050.215576171875, 4222.3720703125, 3848.885986328125, 4219.064453125, 4140.55224609375, 4102.060546875, 4464.05029296875, 4423.69580078125, 4362.72607421875, 4108.89013671875, 4247.30224609375, 4004.892578125]"
"[3929.2373046875, 3811.58203125, 3816.38525390625, 3940.207275390625, 4046.597900390625, 3604.923583984375, 4297.10400390625, 3988.1259765625, 4146.31982421875, 3793.30322265625, 4256.9853515625, 4235.07861328125, 4212.076171875, 4415.10009765625, 4256.0888671875, 4367.53125, 4162.15478515625, 4357.58154296875]"
"[4293.39697265625, 3769.70458984375, 4263.5087890625, 3822.183349609375, 4095.763427734375, 3839.577880859375, 4357.12890625, 3912.096923828125, 4146.65966796875, 3766.0654296875, 4186.77001953125, 4149.69921875, 4425.42919921875, 4290.41650390625, 4316.51318359375, 4360.26611328125, 4134.9423828125]"
"[4037.232666015625, 3717.5908203125, 4319.77685546875, 3695.704345703125, 4082.431396484375, 3855.42236328125, 4292.60009765625, 3979.46923828125, 4133.49853515625, 3869.879150390625, 4594.9609375, 4218.1259765625, 4237.1123046875, 4345.1767578125, 4351.5703125, 4198.9384765625]"
"[4221.21533203125, 3720.881591796875, 4234.7890625, 3887.323486328125, 3911.717041015625, 3738.95947265625, 4174.076171875, 3933.321533203125, 4230.86767578125, 4213.80126953125, 4710.37646484375, 4070.78564453125, 4221.45166015625, 4375.001953125, 4133.7060546875]"
"[4170.9599609375, 3781.84326171875, 4134.47998046875, 3893.521728515625, 4000.966064453125, 3673.584716796875, 4264.26416015625, 3929.16845703125, 4126.8818359375, 4256.44921875, 4479.5888671875, 4111.1904296875, 4375.060546875, 4046.12646484375]"
"[4119.642578125, 3740.899658203125, 4097.84326171875, 3938.555419921875, 4144.62939453125, 3590.673828125, 4369.2041015625, 4037.983154296875, 4171.99755859375, 4192.38525390625, 4559.8857421875, 4203.7197265625, 4374.12158203125]"
"[4187.10400390625, 3706.83984375, 3987.513671875, 4052.260986328125, 4164.67431640625, 3749.487060546875, 4035.691162109375, 4142.54443359375, 4169.54541015625, 4221.64111328125, 4617.22998046875, 4199.15478515625]"
"[4144.64111328125, 3638.1845703125, 3983.72607421875, 4091.745849609375, 4088.20361328125, 4023.214599609375, 4074.73876953125, 4069.476806640625, 4120.28076171875, 4226.498046875, 4626.5146484375]"
"[4530.52294921875, 3690.10986328125, 4037.46337890625, 3981.3701171875, 4369.82373046875, 4000.056884765625, 3935.654052734375, 4004.80810546875, 4089.6884765625, 4215.4580078125]"
"[4225.271484375, 3663.544189453125, 4192.69287109375, 4117.6005859375, 4347.0869140625, 3986.56103515625, 3948.87353515625, 4128.373046875, 3891.6123046875]"
"[3887.651611328125, 3714.84228515625, 4250.6123046875, 4107.57177734375, 4234.919921875, 4001.645263671875, 4085.44921875, 3849.04443359375]"
"[3790.454345703125, 4146.6103515625, 4270.43359375, 4233.20068359375, 4297.99267578125, 3994.568115234375, 3857.701171875]"
"[3843.139892578125, 4220.66455078125, 4191.9072265625, 4157.9130859375, 4278.220703125, 4026.602294921875]"
"[4033.118408203125, 4194.99267578125, 4233.15771484375, 4036.783447265625, 4355.517578125]"
"[4295.8603515625, 4199.591796875, 4184.04833984375, 4242.572265625]"
"[4150.64404296875, 4155.958984375, 4261.83837890625]"
"[4233.9833984375, 4047.404541015625]"
[4097.248046875]
