GAIN,LOSS,CONFIDENCE,MEAN_GAIN,MEAN_LOSS,MEAN_PRICE,DATE,PREDICTED
0.0,0.0,0.54,1371.194290726273,1371.194290726273,1304.3032177734376,2007-01-24,0.0
60.35291986638845,60.35291986638845,0.6068965517241379,1364.656137639826,1364.656137639826,1309.8754912277748,2007-01-25,33.661406419641
68.92963649519947,68.92963649519947,0.5928571428571429,1373.232854268637,1373.232854268637,1313.7977290562221,2007-01-26,37.73341090442783
68.17696859704438,68.17696859704438,0.6148148148148148,1372.480186370482,1372.480186370482,1314.6606549298322,2007-01-27,37.38367747412454
64.90879273967971,64.90879273967971,0.6230769230769231,1369.2120105131173,1369.2120105131173,1314.782286658654,2007-01-28,35.8392753691473
65.62926164899545,65.62926164899545,0.56,1369.932479422433,1369.932479422433,1316.8612177734376,2007-01-29,36.169194261456084
48.93829094164289,48.93829094164289,0.55,1353.2415087150805,1353.2415087150805,1305.5879404703776,2007-01-30,28.100848681069728
54.067614669799696,54.067614669799696,0.5565217391304348,1358.3708324432373,1358.3708324432373,1310.355173658288,2007-01-31,30.616531776839718
52.33103172971482,52.33103172971482,0.5181818181818182,1356.6342495031524,1356.6342495031524,1305.7439575195312,2007-02-01,29.766509713150306
48.82923755787033,48.82923755787033,0.5142857142857142,1353.132455331308,1353.132455331308,1302.788507952009,2007-02-02,28.045173071878747
50.36410219545701,50.36410219545701,0.54,1354.6673199688946,1354.6673199688946,1304.4703869628906,2007-02-03,28.802791876810883
46.08496582031239,46.08496582031239,0.5157894736842106,1350.38818359375,1350.38818359375,1302.2676243832236,2007-02-04,26.68424367110159
44.913642578124836,44.913642578124836,0.5555555555555556,1349.2168603515624,1349.2168603515624,1304.2483479817708,2007-02-05,26.102011846115765
43.66225716939766,43.66225716939766,0.4823529411764706,1347.9654749428353,1347.9654749428353,1298.2024356617646,2007-02-06,25.473346449091824
55.2453167229728,55.2453167229728,0.4625,1359.5485344964104,1359.5485344964104,1303.0278305053712,2007-02-07,31.187615689747705
50.0341470102162,50.0341470102162,0.52,1354.3373647836538,1354.3373647836538,1302.482831217448,2007-02-08,28.639468707012167
48.34987808719757,48.34987808719757,0.44285714285714284,1352.6530958606352,1352.6530958606352,1297.947696358817,2007-02-09,27.810633912290537
50.22002917778195,50.22002917778195,0.6307692307692307,1354.5232469512196,1354.5232469512196,1317.052871469351,2007-02-10,28.74463928662295
49.53133313301282,49.53133313301282,0.65,1353.8345509064504,1353.8345509064504,1318.540645345052,2007-02-11,28.409765683895007
56.68531155493952,56.68531155493952,0.5636363636363636,1360.9885293283771,1360.9885293283771,1316.8188920454545,2007-02-12,31.887843887653926
71.0081570567254,71.0081570567254,0.46,1375.311374830163,1375.311374830163,1320.9916284179687,2007-02-13,38.70218910902128
61.51676920572913,61.51676920572913,0.5333333333333333,1365.8199869791667,1365.8199869791667,1320.883634440104,2007-02-14,34.208882443883084
58.44106018066395,58.44106018066395,0.6,1362.7442779541016,1362.7442779541016,1322.4509521484374,2007-02-15,32.740970645293615
51.90391810825872,51.90391810825872,0.6,1356.2071358816963,1356.2071358816963,1322.7610909598213,2007-02-16,29.5655606937462
58.22458034939223,58.22458034939223,0.6,1362.5277981228298,1362.5277981228298,1322.9214274088542,2007-02-17,32.63664234979718
59.16744466145815,59.16744466145815,0.48,1363.4706624348958,1363.4706624348958,1306.34462890625,2007-02-18,33.08163657123399
61.23086697048598,61.23086697048598,0.45,1365.5340847439236,1365.5340847439236,1300.512872314453,2007-02-19,34.07344310736273
54.91693603515614,54.91693603515614,0.4,1359.2201538085938,1359.2201538085938,1286.2228759765626,2007-02-20,31.035690590836136
74.48529541015614,74.48529541015614,0.4,1378.7885131835938,1378.7885131835938,1295.715771484375,2007-02-21,40.33617057375078
77.99554931640614,77.99554931640614,0.4,1382.2987670898438,1382.2987670898438,1274.4474365234375,2007-02-22,41.96565855427163
