FORECASTS
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1412.8612060546875
2582.6572265625
2814.54052734375
2828.375244140625
2827.22509765625
2199.9609375
2170.478515625
1852.4892578125
2497.70556640625
2325.531005859375
3011.748291015625
2397.37158203125
