FORECASTS
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1292.6685791015625
1374.0440673828125
1342.7955322265625
1393.9024658203125
1366.7640380859375
1473.834716796875
1361.5966796875
1380.2784423828125
1358.7137451171875
1377.5263671875
1265.5308837890625
1311.3974609375
1333.4600830078125
1358.8975830078125
1242.284912109375
1406.7275390625
1244.455078125
1393.46337890625
1437.3326416015625
1385.4835205078125
1429.38720703125
1258.8646240234375
1236.6363525390625
1277.5098876953125
1357.8599853515625
1224.8572998046875
1440.6888427734375
1246.028564453125
1213.3714599609375
1237.617919921875
