FORECASTS
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1397.185546875
1398.5859375
1307.1380615234375
1370.9927978515625
1349.796875
1254.9735107421875
1400.7825927734375
1266.739013671875
1468.3399658203125
1268.9405517578125
1321.613037109375
1332.16845703125
1345.8564453125
1382.9556884765625
1360.985595703125
1243.04541015625
1318.3900146484375
1347.1651611328125
1255.7568359375
1283.9058837890625
1352.506591796875
1243.115478515625
1292.788330078125
1434.254150390625
1335.8106689453125
1291.8648681640625
1475.7958984375
1322.4278564453125
1213.4656982421875
1424.130126953125
