DATE,PRICE,IMPUTED
2006-06-11,1216,1
2006-06-12,1213,0
2006-06-13,1227,0
2006-06-14,1198,0
2006-06-15,1210,0
2006-06-16,1200,0
2006-06-17,1210,0
2006-06-18,1206,1
2006-06-19,1214,0
2006-06-20,1210,0
2006-06-21,1206,0
2006-06-22,1206,0
2006-06-23,1214,0
2006-06-24,1206,0
2006-06-25,1208,1
2006-06-26,1210,0
2006-06-27,1205,0
2006-06-28,1209,0
2006-06-29,1214,0
2006-06-30,1200,0
2006-07-01,1214,0
2006-07-02,1209,1
2006-07-03,1210,1
2006-07-04,1184,0
2006-07-05,1200,0
2006-07-06,1187,0
2006-07-07,1175,0
2006-07-08,1183,0
2006-07-09,1180,1
2006-07-10,1181,0
2006-07-11,1176,0
2006-07-12,1182,0
2006-07-13,1203,0
2006-07-14,1214,0
2006-07-15,1240,0
2006-07-16,1232,1
2006-07-17,1247,0
2006-07-18,1244,0
2006-07-19,1224,0
2006-07-20,1223,0
2006-07-21,1219,0
2006-07-22,1218,0
2006-07-23,1218,1
2006-07-24,1220,0
2006-07-25,1215,0
2006-07-26,1212,0
2006-07-27,1209,0
2006-07-28,1174,0
2006-07-29,1204,0
2006-07-30,1194,1
2006-07-31,1205,0
2006-08-01,1201,1
2006-08-02,1202,1
2006-08-03,1202,1
2006-08-04,1202,1
2006-08-05,1202,1
2006-08-06,1202,1
2006-08-07,1202,1
2006-08-08,1202,1
2006-08-09,1202,1
2006-08-10,1202,1
2006-08-11,1202,1
2006-08-12,1202,1
2006-08-13,1202,1
2006-08-14,1202,1
2006-08-15,1202,1
2006-08-16,1202,1
2006-08-17,1202,1
2006-08-18,1202,1
2006-08-19,1202,1
2006-08-20,1202,1
2006-08-21,1202,1
2006-08-22,1202,1
2006-08-23,1202,1
2006-08-24,1202,1
2006-08-25,1202,1
2006-08-26,1202,1
2006-08-27,1202,1
2006-08-28,1202,1
2006-08-29,1202,1
2006-08-30,1202,1
2006-08-31,1202,1
2006-09-01,1209,0
2006-09-02,1203,0
2006-09-03,1204,1
2006-09-04,1204,1
2006-09-05,1206,0
2006-09-06,1205,1
2006-09-07,1190,0
2006-09-08,1185,0
2006-09-09,1188,0
2006-09-10,1187,1
2006-09-11,1180,0
2006-09-12,1186,0
2006-09-13,1185,0
2006-09-14,1180,0
2006-09-15,1182,0
2006-09-16,1197,0
2006-09-17,1192,1
2006-09-18,1193,1
2006-09-19,1185,0
2006-09-20,1189,0
2006-09-21,1170,0
2006-09-22,1159,0
2006-09-23,1162,1
2006-09-24,1161,1
2006-09-25,1155,0
2006-09-26,1156,1
2006-09-27,1155,0
2006-09-28,1152,0
2006-09-29,1135,0
2006-09-30,1121,0
2006-10-01,1125,1
2006-10-02,1123,1
2006-10-03,1125,0
2006-10-04,1145,0
2006-10-05,1150,0
2006-10-06,1145,0
2006-10-07,1134,0
2006-10-08,1137,1
2006-10-09,1144,0
2006-10-10,1139,0
2006-10-11,1130,0
2006-10-12,1126,0
2006-10-13,1129,0
2006-10-14,1156,0
2006-10-15,1148,1
2006-10-16,1135,0
2006-10-17,1130,0
2006-10-18,1155,0
2006-10-19,1147,1
2006-10-20,1149,1
2006-10-21,1149,1
2006-10-22,1149,1
2006-10-23,1161,0
2006-10-24,1157,1
2006-10-25,1160,0
2006-10-26,1170,0
2006-10-27,1172,0
2006-10-28,1190,0
2006-10-29,1184,1
2006-10-30,1185,0
2006-10-31,1184,1
2006-11-01,1175,0
2006-11-02,1212,0
2006-11-03,1230,0
2006-11-04,1275,0
2006-11-05,1264,1
2006-11-06,1255,0
2006-11-07,1250,0
2006-11-08,1257,0
2006-11-09,1291,0
2006-11-10,1283,0
2006-11-11,1290,0
2006-11-12,1288,1
2006-11-13,1319,0
2006-11-14,1307,0
2006-11-15,1314,0
2006-11-16,1315,0
2006-11-17,1305,0
2006-11-18,1302,0
2006-11-19,1302,1
2006-11-20,1302,1
2006-11-21,1358,0
2006-11-22,1350,0
2006-11-23,1344,0
2006-11-24,1332,0
2006-11-25,1330,0
2006-11-26,1330,1
2006-11-27,1359,0
2006-11-28,1353,1
2006-11-29,1355,1
2006-11-30,1356,1
2006-12-01,1342,0
2006-12-02,1335,0
2006-12-03,1337,1
2006-12-04,1316,0
2006-12-05,1320,1
2006-12-06,1306,0
2006-12-07,1309,0
2006-12-08,1319,0
2006-12-09,1317,0
2006-12-10,1317,1
2006-12-11,1315,0
2006-12-12,1336,0
2006-12-13,1331,1
2006-12-14,1332,1
2006-12-15,1332,1
2006-12-16,1332,1
2006-12-17,1332,1
2006-12-18,1332,1
2006-12-19,1332,1
2006-12-20,1289,0
2006-12-21,1298,1
2006-12-22,1308,0
2006-12-23,1286,0
2006-12-24,1291,1
2006-12-25,1321,0
2006-12-26,1331,0
2006-12-27,1333,0
2006-12-28,1324,0
2006-12-29,1330,0
2006-12-30,1330,0
2006-12-31,1330,1
