DATE,PRICE,IMPUTED
2006-01-01,1075,1
2006-01-02,1075,0
2006-01-03,1085,0
2006-01-04,1103,0
2006-01-05,1089,0
2006-01-06,1084,0
2006-01-07,1105,0
2006-01-08,1114,1
2006-01-09,1132,0
2006-01-10,1122,0
2006-01-11,1119,0
2006-01-12,1112,0
2006-01-13,1108,0
2006-01-14,1105,1
2006-01-15,1103,1
2006-01-16,1095,0
2006-01-17,1108,0
2006-01-18,1105,0
2006-01-19,1096,0
2006-01-20,1100,0
2006-01-21,1106,0
2006-01-22,1104,1
2006-01-23,1102,1
2006-01-24,1101,1
2006-01-25,1108,0
2006-01-26,1105,1
2006-01-27,1104,1
2006-01-28,1116,0
2006-01-29,1111,1
2006-01-30,1124,0
2006-01-31,1125,0
2006-02-01,1115,0
2006-02-02,1107,0
2006-02-03,1110,0
2006-02-04,1115,0
2006-02-05,1111,1
2006-02-06,1125,0
2006-02-07,1121,0
2006-02-08,1110,0
2006-02-09,1108,1
2006-02-10,1128,0
2006-02-11,1121,0
2006-02-12,1121,1
2006-02-13,1121,1
2006-02-14,1120,0
2006-02-15,1112,0
2006-02-16,1112,1
2006-02-17,1129,0
2006-02-18,1144,0
2006-02-19,1144,1
2006-02-20,1144,0
2006-02-21,1119,0
2006-02-22,1120,0
2006-02-23,1118,0
2006-02-24,1126,0
2006-02-25,1126,0
2006-02-26,1126,1
2006-02-27,1126,0
2006-02-28,1125,0
2006-03-01,1123,0
2006-03-02,1129,0
2006-03-03,1135,0
2006-03-04,1125,0
2006-03-05,1125,1
2006-03-06,1129,0
2006-03-07,1130,0
2006-03-08,1130,0
2006-03-09,1118,0
2006-03-10,1133,0
2006-03-11,1127,0
2006-03-12,1127,1
2006-03-13,1124,0
2006-03-14,1139,0
2006-03-15,1139,1
2006-03-16,1139,1
2006-03-17,1122,0
2006-03-18,1105,0
2006-03-19,1105,1
2006-03-20,1108,0
2006-03-21,1115,0
2006-03-22,1110,0
2006-03-23,1105,0
2006-03-24,1100,0
2006-03-25,1105,0
2006-03-26,1105,1
2006-03-27,1100,0
2006-03-28,1107,0
2006-03-29,1050,0
2006-03-30,1100,0
2006-03-31,1088,1
2006-04-01,1088,1
2006-04-02,1088,1
2006-04-03,1091,0
2006-04-04,1100,0
2006-04-05,1090,0
2006-04-06,1092,1
2006-04-07,1100,0
2006-04-08,1100,1
2006-04-09,1102,1
2006-04-10,1104,1
2006-04-11,1105,1
2006-04-12,1155,0
2006-04-13,1158,0
2006-04-14,1131,0
2006-04-15,1125,1
2006-04-16,1122,1
2006-04-17,1119,1
2006-04-18,1137,0
2006-04-19,1144,0
2006-04-20,1145,0
2006-04-21,1150,0
2006-04-22,1187,0
2006-04-23,1172,1
2006-04-24,1225,0
2006-04-25,1200,0
2006-04-26,1226,0
2006-04-27,1217,1
2006-04-28,1236,0
2006-04-29,1252,0
2006-04-30,1248,1
2006-05-01,1238,0
2006-05-02,1240,0
2006-05-03,1263,0
2006-05-04,1258,0
2006-05-05,1262,0
2006-05-06,1262,1
2006-05-07,1264,1
2006-05-08,1235,0
2006-05-09,1239,0
2006-05-10,1240,0
2006-05-11,1270,0
2006-05-12,1278,0
2006-05-13,1280,0
2006-05-14,1281,1
2006-05-15,1283,1
2006-05-16,1284,1
2006-05-17,1258,0
2006-05-18,1265,0
2006-05-19,1270,0
2006-05-20,1260,0
2006-05-21,1264,1
2006-05-22,1230,0
2006-05-23,1247,0
2006-05-24,1225,0
2006-05-25,1217,0
2006-05-26,1240,0
2006-05-27,1233,1
2006-05-28,1235,1
2006-05-29,1234,1
2006-05-30,1244,0
2006-05-31,1225,0
2006-06-01,1232,0
2006-06-02,1229,1
2006-06-03,1199,0
2006-06-04,1208,1
2006-06-05,1215,0
2006-06-06,1215,0
2006-06-07,1200,0
2006-06-08,1215,0
2006-06-09,1221,0
2006-06-10,1215,0
