DATE,PRICE,IMPUTED
2006-10-04,1118,0
2006-10-05,1108,0
2006-10-06,1120,0
2006-10-07,1123,0
2006-10-08,1122,1
2006-10-09,1085,0
2006-10-10,1108,0
2006-10-11,1109,0
2006-10-12,1105,0
2006-10-13,1112,0
2006-10-14,1110,1
2006-10-15,1110,1
2006-10-16,1119,0
2006-10-17,1104,0
2006-10-18,1110,0
2006-10-19,1109,1
2006-10-20,1109,1
2006-10-21,1109,1
2006-10-22,1109,1
2006-10-23,1109,1
2006-10-24,1109,1
2006-10-25,1109,1
2006-10-26,1157,0
2006-10-27,1154,0
2006-10-28,1182,0
2006-10-29,1177,1
2006-10-30,1177,1
2006-10-31,1176,0
2006-11-01,1174,0
2006-11-02,1220,0
2006-11-03,1224,0
2006-11-04,1274,0
2006-11-05,1267,1
2006-11-06,1260,0
2006-11-07,1245,0
2006-11-08,1253,0
2006-11-09,1288,0
2006-11-10,1283,1
2006-11-11,1286,0
2006-11-12,1285,1
2006-11-13,1295,0
2006-11-14,1283,0
2006-11-15,1309,0
2006-11-16,1305,1
2006-11-17,1305,1
2006-11-18,1305,1
2006-11-19,1305,1
2006-11-20,1305,1
2006-11-21,1305,1
2006-11-22,1305,1
2006-11-23,1305,1
2006-11-24,1305,1
2006-11-25,1305,1
2006-11-26,1305,1
2006-11-27,1305,1
2006-11-28,1305,1
2006-11-29,1305,1
2006-11-30,1305,1
2006-12-01,1305,1
2006-12-02,1331,0
2006-12-03,1327,1
2006-12-04,1314,0
2006-12-05,1315,0
2006-12-06,1318,0
2006-12-07,1317,1
2006-12-08,1320,0
2006-12-09,1319,1
2006-12-10,1319,1
2006-12-11,1317,0
2006-12-12,1322,0
2006-12-13,1321,1
2006-12-14,1314,0
2006-12-15,1310,0
2006-12-16,1310,1
2006-12-17,1310,1
2006-12-18,1288,0
2006-12-19,1290,0
2006-12-20,1300,0
2006-12-21,1297,0
2006-12-22,1297,1
2006-12-23,1297,1
2006-12-24,1297,1
2006-12-25,1297,1
2006-12-26,1310,0
2006-12-27,1308,1
2006-12-28,1322,0
2006-12-29,1323,0
2006-12-30,1329,0
2006-12-31,1328,1
