FORECASTS
1913.01220703125
2552.186767578125
2887.051513671875
2116.167724609375
1884.292724609375
2116.043701171875
2629.078125
1798.92822265625
1895.8719482421875
2715.520263671875
1801.7177734375
1263.186279296875
