GAIN,LOSS,CONFIDENCE,MEAN_GAIN,MEAN_LOSS,MEAN_PRICE,DATE,PREDICTED
0.0,0.0,0.5666666666666667,2578.628281537224,2578.628281537224,2260.6233256022138,2008-07-21,0.0
362.5665089925128,362.5665089925128,0.5818181818181818,2623.1898345947266,2623.1898345947266,2292.1084539240055,2008-07-28,157.306431859923
393.5890178110408,393.5890178110408,0.58,2654.2123434132545,2654.2123434132545,2331.5731616210937,2008-08-04,168.81319735274565
383.1012295193141,383.1012295193141,0.6,2643.724555121528,2643.724555121528,2360.670315212674,2008-08-11,164.9543018379362
379.3606737968248,379.3606737968248,0.65,2639.9839993990386,2639.9839993990386,2388.4756439208986,2008-08-18,163.6273217526137
367.3095579205137,367.3095579205137,0.6285714285714286,2627.9328835227275,2627.9328835227275,2331.965865652902,2008-08-25,159.11943792346864
526.0955536487054,526.0955536487054,0.5666666666666667,2786.718879250919,2786.718879250919,2403.294083658854,2008-09-01,216.65111605840917
496.61373494466125,496.61373494466125,0.68,2757.237060546875,2757.237060546875,2437.2570166015626,2008-09-08,206.33533438345427
529.4222415015811,529.4222415015811,0.7,2790.045567103795,2790.045567103795,2469.6001098632814,2008-09-15,218.05505412408294
561.2189595540362,561.2189595540362,0.6666666666666666,2821.84228515625,2821.84228515625,2446.9940592447915,2008-09-22,229.18800974475897
635.2690781366255,635.2690781366255,0.7,2895.892403738839,2895.892403738839,2599.61953125,2008-09-29,255.058567702657
321.6076924641925,321.6076924641925,0.8,2582.2310180664062,2582.2310180664062,2357.7983154296876,2008-10-06,142.2606285560242
