GAIN,LOSS,CONFIDENCE,MEAN_GAIN,MEAN_LOSS,MEAN_PRICE,DATE,PREDICTED
0.0,0.0,0.5333333333333333,2644.3972702026367,2644.3972702026367,2278.606648763021,2008-07-23,0.0
360.4781790068655,360.4781790068655,0.6,2639.0848277698865,2639.0848277698865,2322.652800958807,2008-07-30,156.54165458051736
391.5116413075434,391.5116413075434,0.62,2670.1182900705644,2670.1182900705644,2365.728154296875,2008-08-06,168.0851118311462
407.78797290943294,407.78797290943294,0.6,2686.394621672454,2686.394621672454,2361.6339219835068,2008-08-13,174.05543604148718
499.941001118093,499.941001118093,0.575,2778.547649881114,2778.547649881114,2406.1406219482424,2008-08-20,207.36240074207146
475.4293730764675,475.4293730764675,0.6285714285714286,2754.0360218394885,2754.0360218394885,2418.2362513950893,2008-08-27,198.6504198068531
513.9387742427357,513.9387742427357,0.6333333333333333,2792.5454230057567,2792.5454230057567,2450.040319824219,2008-09-03,212.4197929452621
505.50611548330244,505.50611548330244,0.68,2784.1127642463234,2784.1127642463234,2450.1815478515623,2008-09-10,209.50877479482088
537.1094680059523,537.1094680059523,0.7,2815.7161167689733,2815.7161167689733,2483.795489501953,2008-09-17,220.7752042956811
580.9642740885415,580.9642740885415,0.6666666666666666,2859.5709228515625,2859.5709228515625,2465.082307942708,2008-09-24,236.10576568682814
645.9306001209075,645.9306001209075,0.7,2924.5372488839284,2924.5372488839284,2614.748815917969,2008-10-01,258.73555883794984
299.66123453776027,299.66123453776027,0.8,2578.2678833007812,2578.2678833007812,2358.4212158203127,2008-10-08,133.87093002537293
